"ActivityLabel" "Subject" "tBodyAccmeanX" "tBodyAccmeanY" "tBodyAccmeanZ" "tBodyAccstdX" "tBodyAccstdY" "tBodyAccstdZ" "tGravityAccmeanX" "tGravityAccmeanY" "tGravityAccmeanZ" "tGravityAccstdX" "tGravityAccstdY" "tGravityAccstdZ" "tBodyAccJerkmeanX" "tBodyAccJerkmeanY" "tBodyAccJerkmeanZ" "tBodyAccJerkstdX" "tBodyAccJerkstdY" "tBodyAccJerkstdZ" "tBodyGyromeanX" "tBodyGyromeanY" "tBodyGyromeanZ" "tBodyGyrostdX" "tBodyGyrostdY" "tBodyGyrostdZ" "tBodyGyroJerkmeanX" "tBodyGyroJerkmeanY" "tBodyGyroJerkmeanZ" "tBodyGyroJerkstdX" "tBodyGyroJerkstdY" "tBodyGyroJerkstdZ" "tBodyAccMagmean" "tBodyAccMagstd" "tGravityAccMagmean" "tGravityAccMagstd" "tBodyAccJerkMagmean" "tBodyAccJerkMagstd" "tBodyGyroMagmean" "tBodyGyroMagstd" "tBodyGyroJerkMagmean" "tBodyGyroJerkMagstd" "fBodyAccmeanX" "fBodyAccmeanY" "fBodyAccmeanZ" "fBodyAccstdX" "fBodyAccstdY" "fBodyAccstdZ" "fBodyAccJerkmeanX" "fBodyAccJerkmeanY" "fBodyAccJerkmeanZ" "fBodyAccJerkstdX" "fBodyAccJerkstdY" "fBodyAccJerkstdZ" "fBodyGyromeanX" "fBodyGyromeanY" "fBodyGyromeanZ" "fBodyGyrostdX" "fBodyGyrostdY" "fBodyGyrostdZ" "fBodyAccMagmean" "fBodyAccMagstd" "fBodyBodyAccJerkMagmean" "fBodyBodyAccJerkMagstd" "fBodyBodyGyroMagmean" "fBodyBodyGyroMagstd" "fBodyBodyGyroJerkMagmean" "fBodyBodyGyroJerkMagstd"
"WALKING_UPSTAIRS" 13 0.2582 -0.0277 -0.1258 -0.2963 0.1045 -0.2172 0.8476 -0.3574 -0.2075 -0.9464 -0.9221 -0.9103 0.0692 -0.0013 -0.0254 -0.4873 -0.3233 -0.6609 -0.1383 0.0038 0.1167 -0.5411 -0.4036 -0.2118 -0.0665 -0.0453 -0.0662 -0.631 -0.6788 -0.5509 -0.1012 -0.3263 -0.1012 -0.3263 -0.4562 -0.4512 -0.2372 -0.4157 -0.632 -0.6692 -0.3825 -0.0637 -0.4048 -0.2661 0.1147 -0.1848 -0.5062 -0.369 -0.6315 -0.5143 -0.3194 -0.6892 -0.4821 -0.4922 -0.2553 -0.5629 -0.3643 -0.2725 -0.3675 -0.4091 -0.4251 -0.4911 -0.4855 -0.4708 -0.6561 -0.7123
"WALKING_UPSTAIRS" 14 0.2624 -0.0204 -0.1123 -0.3094 0.3072 0.609 0.6883 -0.3227 -0.4951 -0.9285 -0.9072 -0.8755 0.0803 -0.0183 0.0034 -0.3688 -0.3364 -0.3279 0.0814 -0.1235 -0.0441 -0.4543 0.4765 0.5649 -0.1283 -0.0208 -0.0137 -0.6466 -0.3715 -0.3598 0.1401 -0.0198 0.1401 -0.0198 -0.2837 -0.3371 0.3658 0.3 -0.3999 -0.4858 -0.3235 0.0164 0.1917 -0.305 0.3561 0.6871 -0.3835 -0.3476 -0.264 -0.411 -0.3716 -0.3911 -0.441 0.1187 0.1967 -0.4647 0.6462 0.5225 -0.076 -0.1433 -0.2887 -0.4098 0.0489 0.2367 -0.4573 -0.565
"WALKING_UPSTAIRS" 15 0.2702 -0.0288 -0.117 -0.0261 -0.0041 -0.3797 0.9185 -0.315 0.0812 -0.9526 -0.9276 -0.9216 0.073 -0.0042 -0.0053 -0.1869 -0.3119 -0.7488 0.0903 -0.1547 0.0912 -0.4153 -0.3302 -0.4774 -0.1445 -0.0365 -0.0767 -0.5255 -0.7631 -0.6579 -0.001 -0.1366 -0.001 -0.1366 -0.3161 -0.3134 -0.2012 -0.2884 -0.6636 -0.749 -0.0746 -0.1019 -0.5396 -0.0084 -0.0191 -0.3496 -0.2371 -0.3381 -0.7146 -0.2072 -0.3304 -0.783 -0.3611 -0.517 -0.4857 -0.4372 -0.2436 -0.5237 -0.1652 -0.2557 -0.262 -0.3913 -0.4537 -0.3086 -0.7314 -0.7931
"WALKING_UPSTAIRS" 16 0.256 -0.0144 -0.1241 -0.3971 -0.1637 -0.1293 0.8269 -0.0806 -0.3791 -0.9484 -0.9337 -0.9076 0.0763 0.0174 0.0381 -0.5211 -0.4256 -0.5934 0.0718 -0.0486 -0.0078 -0.5081 -0.5864 -0.365 -0.1409 -0.0296 -0.0354 -0.7073 -0.7747 -0.7171 -0.234 -0.3348 -0.234 -0.3348 -0.4832 -0.4931 -0.3083 -0.5182 -0.7377 -0.7973 -0.475 -0.2681 -0.3359 -0.3696 -0.1663 -0.0946 -0.5461 -0.4686 -0.5652 -0.5381 -0.4171 -0.6201 -0.5324 -0.642 -0.4924 -0.5099 -0.5596 -0.3873 -0.3706 -0.4189 -0.4756 -0.5199 -0.6305 -0.5325 -0.7878 -0.8253
"WALKING_UPSTAIRS" 17 0.2526 -0.0229 -0.1213 -0.063 -0.0132 -0.2302 0.8535 -0.2842 -0.2982 -0.9495 -0.916 -0.9302 0.0768 0.0308 0.0076 -0.2927 -0.3498 -0.6574 -0.0304 -0.0548 0.0561 -0.4966 -0.493 -0.2344 -0.1427 -0.0414 -0.0223 -0.606 -0.6767 -0.6106 -0.0128 -0.1029 -0.0128 -0.1029 -0.3572 -0.3909 -0.2352 -0.4408 -0.6374 -0.6823 -0.1398 -0.1175 -0.3999 -0.0355 -0.0253 -0.2048 -0.3603 -0.3771 -0.633 -0.2872 -0.3651 -0.6803 -0.4162 -0.5214 -0.3243 -0.5245 -0.4812 -0.2779 -0.1503 -0.2174 -0.3603 -0.4374 -0.5041 -0.4964 -0.669 -0.7242
"WALKING_UPSTAIRS" 18 0.2654 -0.0222 -0.1127 -0.3802 -0.2112 -0.3144 0.8833 -0.3166 -0.1061 -0.9617 -0.9421 -0.9078 0.0812 0.0212 0.0094 -0.5632 -0.5679 -0.7608 -0.0471 -0.0526 0.0907 -0.5938 -0.5073 -0.4339 -0.09 -0.0527 -0.0693 -0.7607 -0.8289 -0.719 -0.2791 -0.3718 -0.2791 -0.3718 -0.6015 -0.5793 -0.3691 -0.5281 -0.7817 -0.8355 -0.4651 -0.3635 -0.5227 -0.3506 -0.1906 -0.2696 -0.5894 -0.5797 -0.7361 -0.5753 -0.5855 -0.7847 -0.5923 -0.6498 -0.5044 -0.6007 -0.4434 -0.466 -0.4366 -0.4362 -0.5745 -0.5879 -0.654 -0.533 -0.8262 -0.8609
"WALKING_UPSTAIRS" 19 0.2421 -0.0304 -0.1511 -0.1287 0.1763 -0.1905 0.8294 -0.3871 -0.221 -0.9165 -0.901 -0.8369 0.0832 0.0568 0.0317 -0.1743 -0.0129 -0.4443 0.0389 -0.1345 -2e-04 -0.4068 -0.1726 -0.1101 -0.1018 -0.0346 -0.0534 -0.2394 -0.4921 -0.3754 0.0174 -0.1777 0.0174 -0.1777 -0.1142 -0.2841 -0.0616 -0.2644 -0.3728 -0.5074 -0.1569 0.1118 -0.2196 -0.1199 0.1326 -0.24 -0.2053 -0.0739 -0.3807 -0.2173 -0.0132 -0.5077 -0.1945 -0.2254 -0.0661 -0.4775 -0.1499 -0.2075 -0.0796 -0.3683 -0.1874 -0.4347 -0.2888 -0.3771 -0.4772 -0.5883
"WALKING_UPSTAIRS" 20 0.2521 -0.0282 -0.121 -0.1161 0.1522 -0.2292 0.7771 -0.4799 -0.1301 -0.9314 -0.9246 -0.9041 0.0836 0.0066 -0.0245 -0.1857 -0.2608 -0.5136 0.0659 -0.1747 0.0587 -0.4927 -0.1047 0.1841 -0.1484 -0.019 -0.0519 -0.4711 -0.394 -0.2539 0.0087 -0.1983 0.0087 -0.1983 -0.2556 -0.2394 0.0223 -0.2539 -0.3719 -0.4554 -0.1404 -0.0294 -0.3184 -0.1084 0.1645 -0.2424 -0.2562 -0.3122 -0.4928 -0.1871 -0.255 -0.5332 -0.3727 -0.1623 0.1151 -0.532 -0.079 0.0955 -0.205 -0.3202 -0.215 -0.2805 -0.2866 -0.3609 -0.4504 -0.5028
"WALKING_UPSTAIRS" 21 0.2652 -0.0237 -0.1254 -0.2408 0.1098 -0.2197 0.7812 -0.4323 -0.3097 -0.9409 -0.9415 -0.9327 0.104 -0.0156 -0.036 -0.4241 -0.2032 -0.5621 0.0626 -0.1556 -0.0055 -0.5319 -0.4631 0.0517 -0.1444 -0.0132 -0.0069 -0.5735 -0.6045 -0.5641 -0.081 -0.2785 -0.081 -0.2785 -0.355 -0.4042 -0.169 -0.4202 -0.5779 -0.6477 -0.3192 0.0222 -0.3217 -0.2132 0.0823 -0.2272 -0.4368 -0.2051 -0.5198 -0.463 -0.2613 -0.6031 -0.447 -0.4467 -0.1558 -0.561 -0.4783 0.0131 -0.2579 -0.4034 -0.3554 -0.4777 -0.4754 -0.4834 -0.6289 -0.701
"WALKING_UPSTAIRS" 22 0.2484 -0.0269 -0.1176 0.0836 0.2501 -0.1096 0.8895 -0.3368 -0.0958 -0.9406 -0.9416 -0.9132 0.0877 0.0367 -0.0336 -0.0085 -0.0576 -0.4717 0.135 -0.1815 0.0157 -0.3015 -0.4894 -0.1578 -0.1485 -0.0381 -0.0675 -0.3967 -0.7043 -0.5157 0.2103 -0.1588 0.2103 -0.1588 -0.0958 -0.0877 -0.128 -0.2026 -0.5681 -0.6756 -0.0554 0.1307 -0.228 0.132 0.2301 -0.1168 -0.0382 -0.0752 -0.4144 -0.0678 -0.1061 -0.5286 -0.1955 -0.5239 -0.1993 -0.3381 -0.4739 -0.2224 -0.0867 -0.3341 -0.0458 -0.1513 -0.3699 -0.234 -0.668 -0.7099
"WALKING_UPSTAIRS" 23 0.25 -0.0324 -0.1269 -0.2439 0.0448 0.1008 0.8434 -0.2145 -0.3559 -0.9333 -0.9105 -0.9021 0.0724 0.04 0.0159 -0.3654 -0.3282 -0.4081 0.0958 -0.1116 -0.0326 -0.5507 -0.2937 -0.0317 -0.1099 -0.0524 -0.0925 -0.5483 -0.4935 -0.5438 -0.0118 -0.2719 -0.0118 -0.2719 -0.3111 -0.3627 -0.1565 -0.3667 -0.5044 -0.5513 -0.2726 -0.077 -0.0706 -0.2343 0.0381 0.1045 -0.3656 -0.3262 -0.3466 -0.4249 -0.3809 -0.469 -0.4302 -0.2904 -0.163 -0.5904 -0.3016 -0.0823 -0.2314 -0.41 -0.303 -0.4543 -0.3804 -0.4705 -0.5187 -0.6327
"WALKING_UPSTAIRS" 24 0.2699 -0.0252 -0.1142 -0.3444 -0.1168 -0.2556 0.9064 -0.2375 -0.2271 -0.9622 -0.9167 -0.935 0.0862 -0.0151 -0.0132 -0.4988 -0.5152 -0.5238 0.0883 -0.1059 0.0248 -0.5774 -0.5685 -0.2746 -0.1468 -0.0317 -0.0498 -0.6405 -0.6466 -0.649 -0.2264 -0.3069 -0.2264 -0.3069 -0.4885 -0.4411 -0.3344 -0.5039 -0.6588 -0.6382 -0.3958 -0.2524 -0.3128 -0.3262 -0.1078 -0.2831 -0.5156 -0.5276 -0.4834 -0.5271 -0.5358 -0.5627 -0.5032 -0.5466 -0.3722 -0.6029 -0.5862 -0.312 -0.3223 -0.4063 -0.4298 -0.4596 -0.5647 -0.5491 -0.6461 -0.6539
"WALKING_UPSTAIRS" 25 0.278 -0.027 -0.1262 -0.4598 -0.2231 -0.2965 0.9277 -0.2176 0.1082 -0.9509 -0.9318 -0.8827 0.074 0.0093 -0.0117 -0.6636 -0.6271 -0.8125 0.0556 -0.1094 0.0996 -0.489 -0.4337 -0.5642 -0.1265 -0.0281 -0.054 -0.6939 -0.8397 -0.7463 -0.3058 -0.48 -0.3058 -0.48 -0.6792 -0.6745 -0.3186 -0.3878 -0.7771 -0.8249 -0.5216 -0.3802 -0.5429 -0.438 -0.2 -0.2373 -0.6682 -0.6408 -0.7933 -0.6902 -0.6381 -0.8305 -0.4761 -0.6186 -0.5752 -0.5001 -0.3494 -0.6011 -0.5279 -0.5361 -0.6548 -0.7034 -0.5672 -0.3866 -0.8224 -0.8411
"WALKING_UPSTAIRS" 26 0.2727 -0.0282 -0.1219 -0.169 -0.0492 -0.4046 0.9421 -0.2462 -0.002 -0.962 -0.9379 -0.9296 0.0756 0.0021 -0.0117 -0.2909 -0.3998 -0.678 -0.0248 -0.0658 0.0721 -0.5503 -0.6031 -0.3091 -0.0976 -0.0386 -0.0596 -0.5158 -0.7252 -0.5564 -0.1429 -0.1507 -0.1429 -0.1507 -0.4045 -0.3345 -0.3444 -0.514 -0.6481 -0.6618 -0.2428 -0.1855 -0.4995 -0.1428 -0.0439 -0.4009 -0.3045 -0.4193 -0.6397 -0.3421 -0.4201 -0.7157 -0.4277 -0.6171 -0.3427 -0.5908 -0.5982 -0.3621 -0.1676 -0.2742 -0.295 -0.3937 -0.5561 -0.5696 -0.6736 -0.6698
"WALKING_UPSTAIRS" 27 0.2658 -0.0201 -0.1235 -0.2954 -0.095 -0.2307 0.868 -0.2293 -0.2946 -0.9564 -0.9477 -0.9267 0.0735 -0.014 0.0067 -0.4681 -0.4268 -0.6337 -0.094 0.0021 0.1401 -0.5625 -0.588 -0.17 -0.0938 -0.0509 -0.0629 -0.6958 -0.7111 -0.6769 -0.1606 -0.3799 -0.1606 -0.3799 -0.4791 -0.4646 -0.2861 -0.5018 -0.6999 -0.7247 -0.4176 -0.2497 -0.4189 -0.2535 -0.0794 -0.1973 -0.5031 -0.4425 -0.6085 -0.4789 -0.4501 -0.6571 -0.5444 -0.5941 -0.4005 -0.5743 -0.5879 -0.1835 -0.3939 -0.4687 -0.4608 -0.473 -0.6077 -0.5233 -0.7192 -0.7517
"WALKING_UPSTAIRS" 28 0.262 -0.0279 -0.1215 -0.2421 -0.1468 -0.286 0.8545 -0.3332 -0.2652 -0.9447 -0.9276 -0.9005 0.0707 0.0223 0.0075 -0.3127 -0.3316 -0.6375 -0.1294 0.0212 0.1037 -0.5188 -0.4793 -0.1893 -0.0806 -0.0493 -0.0753 -0.4943 -0.6906 -0.6036 -0.1862 -0.2119 -0.1862 -0.2119 -0.3881 -0.3254 -0.2634 -0.4769 -0.6203 -0.6701 -0.2661 -0.1906 -0.4017 -0.2337 -0.1786 -0.2817 -0.3189 -0.358 -0.5878 -0.3703 -0.349 -0.6879 -0.4036 -0.5221 -0.3182 -0.5564 -0.46 -0.2262 -0.2135 -0.3346 -0.2944 -0.3745 -0.5348 -0.5282 -0.6625 -0.7049
"WALKING_UPSTAIRS" 29 0.2654 -0.0299 -0.118 -0.0868 -0.1221 0.0995 0.9293 -0.2271 0.0444 -0.9542 -0.923 -0.8588 0.1063 -7e-04 -0.0291 -0.1824 -0.3886 -0.6788 0.0932 -0.1523 0.0854 -0.3239 0.0461 -0.3748 -0.1304 -0.0511 -0.0681 -0.4749 -0.7342 -0.5584 0.0083 -0.0415 0.0083 -0.0415 -0.3443 -0.2545 0.044 -0.08 -0.6173 -0.7128 -0.1098 -0.196 -0.3205 -0.0791 -0.1413 0.2031 -0.2251 -0.4089 -0.6462 -0.2114 -0.4086 -0.7101 -0.2605 -0.394 -0.3417 -0.3503 0.2343 -0.4442 -0.1083 -0.156 -0.2391 -0.2806 -0.3572 -0.0743 -0.6975 -0.7565
"WALKING_UPSTAIRS" 30 0.2714 -0.0253 -0.1247 -0.3505 -0.1273 0.0249 0.9318 -0.2266 -0.0221 -0.954 -0.9149 -0.8624 0.058 -0.0036 0.0162 -0.5354 -0.5872 -0.7619 -0.0036 -0.078 0.0815 -0.4938 -0.084 -0.2116 -0.1084 -0.0141 -0.0364 -0.7427 -0.7433 -0.6652 -0.1376 -0.3274 -0.1376 -0.3274 -0.5966 -0.5618 -0.1136 -0.1693 -0.7188 -0.7744 -0.4204 -0.2978 -0.3675 -0.3263 -0.1043 0.1214 -0.5507 -0.5929 -0.7378 -0.5616 -0.6108 -0.7848 -0.488 -0.3661 -0.3189 -0.5035 0.045 -0.2534 -0.4006 -0.3945 -0.5498 -0.5809 -0.4492 -0.1515 -0.774 -0.7913
